"team","n_members","degree","page_rank","constraint","density","inv_constraint","effeciency_score","innovation_score"
677,8,5.5,1.59999999999888e-05,0.349047270171887,0.785714285714286,0.353703438270016,0.556922262655821,0.357053175506356
678,8,5.5,1.59999999999888e-05,0.349047270171887,0.785714285714286,0.353703438270016,0.556922262655821,0.357053175506356
679,8,5.5,1.59999999999892e-05,0.349047270171887,0.785714285714286,0.353703438270016,0.556922262655821,0.357053175506356
680,9,10.7777777777778,1.3625143723268e-05,0.217748798025499,0.805555555555556,0.485001910416404,0.681402243615716,0.427118154453629
681,4,2,1.59999999999901e-05,0.501226004002776,0.666666666666667,0.201524704439126,0.333537924439236,0.336226070467107
682,7,4.71428571428571,1.08584658961918e-05,0.335025619371334,0.619047619047619,0.367725089070568,0.431202525287284,0.470638685437799
683,8,5.375,1.47058463954308e-05,0.291832507177406,0.607142857142857,0.410918201264496,0.456971877524103,0.50527468301287
684,5,3.2,1.28525451534106e-05,0.445555808552588,0.7,0.257194899889314,0.406841990084927,0.350267619524486
685,10,6,1.59999999999898e-05,0.308650599438644,0.666666666666667,0.394100109003258,0.492144670608252,0.457284121337713
686,10,6,1.5999999999983e-05,0.308650599438644,0.666666666666667,0.394100109003258,0.492144670608252,0.457284121337713
687,28,15.1428571428571,1.66358741483078e-05,0.139423501277518,0.494708994708995,0.563327207164384,0.489895746733343,0.671761994827331
688,35,17.1714285714286,1.79180577015085e-05,0.128980032951797,0.416806722689076,0.573770675490105,0.434336100481488,0.727298490534924
689,7,8.42857142857143,1.47504083011513e-05,0.218603165407815,0.761904761904762,0.484147543034087,0.644747413290076,0.454021132848069
690,5,2.2,1.26254934065644e-05,0.444085480400617,0.5,0.258665228041285,0.243331258581661,0.476917257309444
691,10,7.1,1.20759641093595e-05,0.333134984289091,0.444444444444444,0.369615724152812,0.288955004229215,0.581587415570827
692,10,8.3,1.67585269148601e-05,0.251180032145551,0.822222222222222,0.451570676296351,0.667594802833074,0.395625273856151
693,17,7.17647058823529,1.47052914426157e-05,0.289861268125613,0.419117647058824,0.412889440316289,0.30373623965,0.624711533511916
694,3,3,8.72903203741641e-06,0.44133928348601,1,0.261411424955893,0.657397315573477,0.164330214713008
695,19,9.1578947368421,1.59999999999841e-05,0.212965864396107,0.508771929824561,0.489784844045795,0.440907982377319,0.616690960838495
696,16,10.6875,1.53085671710657e-05,0.172886017235787,0.591666666666667,0.529864691206115,0.54219089892764,0.589776375848536
697,13,10.0769230769231,1.51086869751388e-05,0.236645428094419,0.653846153846154,0.466105280347483,0.540889660306271,0.51060781556539
698,10,8.5,1.58352946141238e-05,0.253386455310885,0.822222222222222,0.449364253131017,0.665777573889857,0.39423825723066
699,18,9.66666666666667,1.10338918548378e-05,0.177674052378987,0.38562091503268,0.525076656062915,0.368546393395337,0.716292360255726
700,6,2.83333333333333,1.75398327216438e-05,0.441834172817548,0.533333333333333,0.260916535624354,0.272639072433164,0.457378264451278
701,80,17.2625,1.82090222000431e-05,0.130349686330794,0.151898734177215,0.572401022111108,0.215027562854591,0.892965737881896
702,3,2,8.43745310607616e-06,0.418482735635175,0.666666666666667,0.284267972806727,0.401685986196543,0.388240702418247
703,8,6,1.03517683277048e-05,0.27213704048775,0.714285714285714,0.430613667954152,0.56143700316224,0.450302914079314
704,28,17,1.43655847082343e-05,0.123592798001095,0.526455026455026,0.579157910440808,0.529080351601948,0.661757193602288
705,12,7.91666666666667,1.62305028011142e-05,0.239999229776375,0.46969696969697,0.462751478665527,0.386460601481427,0.624260629419922
706,12,10.0833333333333,1.83099562202562e-05,0.220572762953322,0.848484848484849,0.48217794548858,0.714433333919026,0.398356432624722
707,8,5.75,8.64721889087043e-06,0.255804254507043,0.571428571428571,0.446946453934859,0.457230463387759,0.550373961817516
708,10,7.8,1.7590144837874e-05,0.26797903758225,0.822222222222222,0.434771670859653,0.653758998633566,0.385064969650459
709,7,6.28571428571429,1.03978024809164e-05,0.246596977473704,0.619047619047619,0.456153730968198,0.50403310918907,0.526227295278663
710,10,6.7,1.24236000799777e-05,0.269015357103136,0.666666666666667,0.433735351338766,0.524788594346509,0.482199894947437
711,5,5,1.04166044427835e-05,0.299454581073338,0.7,0.403296127368564,0.527172207509272,0.442110759454388
712,20,12.7,1.92671374783617e-05,0.182654166351535,0.515789473684211,0.520096542090368,0.471652664486571,0.631334289298268
713,30,15.2666666666667,1.54218314772692e-05,0.157479482467863,0.349425287356322,0.545271225974039,0.35536778570579,0.751740746946641
714,5,3.4,1.05359836847675e-05,0.434252992025741,0.6,0.268497716416161,0.33379023305046,0.420235547441582
715,3,2,9.40991731151552e-06,0.421976028962412,0.666666666666667,0.28077467947949,0.398808880008964,0.386044724784075
716,8,7.25,1.25705770893659e-05,0.259343032697234,0.785714285714286,0.443407675744668,0.630803437957671,0.41344365885024
717,6,3.5,9.60935465198997e-06,0.375514393260391,0.4,0.327236315181512,0.217446137812471,0.582885552110763
718,9,10.1111111111111,1.05974953649954e-05,0.193793578347835,0.805555555555556,0.508957130094067,0.701131966917805,0.442177046366222
719,7,6,1.26026845340726e-05,0.272639105664975,0.619047619047619,0.430111602776928,0.482584590230574,0.509856516847776
720,29,21.8965517241379,1.48753198980941e-05,0.10882110760272,0.58128078817734,0.593929600839182,0.586401406943884,0.636578132886393
721,3,2,6.9326766226507e-06,0.460074143617397,0.666666666666667,0.242676564824505,0.367430947742494,0.362095230753847
722,27,15.1851851851852,1.50568243872483e-05,0.140482634914869,0.438746438746439,0.562268073527033,0.442932196694485,0.706275754815832
723,9,6.44444444444444,1.59999999999869e-05,0.314181978606819,0.805555555555556,0.388568729835083,0.601979053362783,0.366497677467741
724,9,6.44444444444444,1.59999999999879e-05,0.314181978606819,0.805555555555556,0.388568729835083,0.601979053362783,0.366497677467741
725,9,6.44444444444444,1.59999999999865e-05,0.314181978606819,0.805555555555556,0.388568729835083,0.601979053362783,0.366497677467741
726,92,33.9130434782609,1.96334763059023e-05,0.0819044606883253,0.348303870043,0.620846247753577,0.416688409550094,0.799954180257674
727,15,10.8666666666667,1.55055838872472e-05,0.178247346078982,0.638095238095238,0.52450336236292,0.576014230288894,0.557219859112282
728,5,4.2,1.24878224264979e-05,0.347276303444286,0.7,0.355474404997616,0.487785828970323,0.41204874549884
729,15,12.9333333333333,1.41767472896331e-05,0.178417576890884,0.695238095238095,0.524333131551018,0.622937371400857,0.521191318848366
730,14,9.35714285714286,1.18916104221518e-05,0.251448608254653,0.538461538461538,0.45130210018725,0.433665881189612,0.573835996389369
731,22,16.4545454545455,1.92079469523608e-05,0.195331922689454,0.54978354978355,0.507418785752448,0.48920896730369,0.601995126915605
732,8,7.25,1.37741803062091e-05,0.269395180019422,0.785714285714286,0.43335552842248,0.622524403662548,0.407124610139723
733,5,3.2,1.4348284357996e-05,0.410886296611865,0.7,0.291864411830037,0.435396095904576,0.372061802170388
734,19,12.4210526315789,1.57410555626873e-05,0.1582536368942,0.631578947368421,0.544497071547702,0.587114347114375,0.573884754222547
735,6,3.66666666666667,1.59999999999984e-05,0.424636072338571,0.733333333333333,0.278114636103331,0.451525281027832,0.342464100300633
736,7,3.42857142857143,1.59999999999983e-05,0.455624489616171,0.571428571428571,0.247126218825731,0.292656812972125,0.42476161666073
737,12,8.16666666666667,1.59999999999853e-05,0.262294866189259,0.742424242424242,0.440455842252643,0.592718233724283,0.438801336611896
738,7,2.57142857142857,1.59999999999818e-05,0.509149332017622,0.428571428571429,0.19360137642428,0.13091493446705,0.480918290444853
739,10,9.1,1.24906871229207e-05,0.225644418148992,0.822222222222222,0.47710629029291,0.688626152379446,0.41167764391454
740,6,4.5,8.41836383238992e-06,0.357920156658141,0.733333333333333,0.344830551783761,0.506473078373549,0.384403509606825
741,3,3,1.06620399353867e-05,0.440787563362226,1,0.261963145079676,0.657851716974462,0.164677040741818
742,23,11.6086956521739,1.67252440741691e-05,0.168006065864409,0.470355731225296,0.534744642577493,0.446297347108833,0.669103343016336
743,35,17.9428571428571,1.63489265296936e-05,0.10558371127857,0.447058823529412,0.597166997163332,0.478521398968778,0.722988764352351
744,23,14,1.13797617346097e-05,0.143143974609261,0.454545454545455,0.559606733832641,0.453752498819219,0.694671081521916
745,3,2.66666666666667,7.4563495738354e-06,0.390977552720237,0.666666666666667,0.311773155721665,0.424339489507601,0.405531196186433
746,5,3.8,7.83884057021458e-06,0.350638966563266,0.6,0.352111741878636,0.402655457780029,0.472797560596079
747,100,28.77,1.72611402539167e-05,0.0846707458258946,0.267676767676768,0.618079962616008,0.348004904125676,0.848899572813012
748,6,4.5,1.00224319591334e-05,0.353675737186154,0.733333333333333,0.349074971255748,0.509968818462227,0.387071665228873
749,6,4.16666666666667,9.53839800101271e-06,0.333219773308551,0.6,0.369530935133352,0.41700205395763,0.483747731454747
750,10,6.3,1.13343344371202e-05,0.286458333575722,0.555555555555556,0.41629237486618,0.418910351044744,0.54108219008627
751,40,23.125,1.74283741118424e-05,0.119387259488297,0.556410256410256,0.583363448953605,0.557215451957106,0.645570248734662
752,14,15.2857142857143,1.8880804805516e-05,0.146477199487822,0.868131868131868,0.55627350895408,0.791640525141641,0.432584243815496
753,15,11.2,1.13105936621446e-05,0.186721788949941,0.628571428571429,0.516028919491961,0.561190716063264,0.557879519061745
754,11,9.63636363636364,1.76134515501047e-05,0.225257130970343,0.836363636363636,0.477493577471559,0.700592114739241,0.403031431770743
755,26,20.1538461538462,1.60000000000037e-05,0.123808696912122,0.806153846153846,0.57894201152978,0.759264869590083,0.485795313519011
756,9,6.22222222222222,1.57585361247268e-05,0.306948932801517,0.75,0.395801775640386,0.562180222065738,0.405968271933535
757,10,7.4,1.59999999999864e-05,0.285100387900536,0.822222222222222,0.417650320541366,0.639657708439475,0.374302030829191
758,10,7.4,1.59999999999864e-05,0.285100387900536,0.822222222222222,0.417650320541366,0.639657708439475,0.374302030829191
759,11,9.09090909090909,1.6263983956471e-05,0.233486382765529,0.836363636363636,0.469264325676373,0.693814432752312,0.397858303952559
760,15,13.1333333333333,1.18444524890426e-05,0.161963048397817,0.733333333333333,0.540787660044086,0.667865024557983,0.507587389884409
761,4,4.75,1.47307640759545e-05,0.370139729145181,0.666666666666667,0.332610979296721,0.441501698783309,0.418630409515837
762,5,3.6,9.81761688409734e-06,0.395141855145983,0.7,0.307608853295919,0.448363352220636,0.38195917925351
763,13,9.07692307692308,1.55144780132109e-05,0.253243129837732,0.730769230769231,0.449507578604171,0.590574153974315,0.451818152332543
764,18,15.2222222222222,1.57672481683334e-05,0.137509458215164,0.725490196078431,0.565241250226738,0.681545535302473,0.527889976717545
765,7,4.57142857142857,1.19762117011492e-05,0.326337649564041,0.666666666666667,0.376413058877861,0.47757746522672,0.446165568484729
766,8,7.5,1.06857056572624e-05,0.2046439386949,0.535714285714286,0.498106769747002,0.469951945555197,0.604985660309094
767,10,7,8.84045081251585e-06,0.223514800019126,0.466666666666667,0.479235908422777,0.397541535038526,0.636528112486458
768,26,20.5384615384615,1.76924882513379e-05,0.115528508918347,0.621538461538461,0.587222199523555,0.614033697236952,0.607054630587499
769,13,10.6153846153846,1.55438911657822e-05,0.201537253353822,0.743589743589744,0.50121345508808,0.643718638716661,0.476262532149062
770,13,8.92307692307692,1.59999999999846e-05,0.249761566221787,0.743589743589744,0.452989142220115,0.604000683209642,0.445947439037439
771,12,10.5,1.61109569058721e-05,0.213976056756293,0.848484848484849,0.488774651685609,0.719866437423141,0.402503298607872
772,14,10.0714285714286,1.28352933603893e-05,0.223348128501235,0.472527472527473,0.479402579940667,0.402505816831449,0.632948627315396
773,25,15.84,1.52159400907617e-05,0.149877555471599,0.46,0.552873152970303,0.452699074345186,0.687009299276016
774,9,5.66666666666667,9.488597966615e-06,0.238955439245871,0.416666666666667,0.463795269196031,0.34364406626017,0.658253051161849
775,5,3.8,1.34193879791728e-05,0.427622679463575,0.7,0.275128028978327,0.421611868200334,0.361540864196829
776,5,3.2,9.29550004737531e-06,0.386336928572939,0.6,0.316413779868963,0.373254311709302,0.450356866724891
777,9,8.44444444444444,1.31825142139419e-05,0.229408283520409,0.805555555555556,0.473342424921493,0.671799391888424,0.419788689970028
778,13,10.7692307692308,1.81355049999474e-05,0.200452468573718,0.756410256410256,0.502298239868184,0.65517116045451,0.468885139561805
779,11,8.72727272727273,1.24392329748101e-05,0.230237079611394,0.690909090909091,0.472513628830508,0.576692981960118,0.491337521146828
780,16,10.9375,1.45979084174559e-05,0.200154275025144,0.666666666666667,0.502596433416759,0.58150316903889,0.525487813236226
781,7,5,1.19166311650433e-05,0.337608632677064,0.476190476190476,0.365142075764838,0.311416771839082,0.558818755730264
782,11,9.27272727272727,1.33259181942882e-05,0.23590428789419,0.836363636363636,0.466846420547713,0.691823025459827,0.396338344107592
783,8,6.5,1.52589102528518e-05,0.287117801696631,0.785714285714286,0.415632906745271,0.607927901247461,0.395983696057699
784,5,3.6,9.7970191644865e-06,0.397306891765396,0.7,0.305443816676506,0.446580209589733,0.380598179317912
785,13,12.1538461538462,1.34245586077883e-05,0.172516910302976,0.730769230769231,0.530233798138926,0.657060957104303,0.502564813429525
786,19,11.7894736842105,1.6093340460828e-05,0.178877671516245,0.526315789473684,0.523873036925657,0.483432581342515,0.627091171282815
787,16,8.875,1.49915704215084e-05,0.212005449042927,0.541666666666667,0.490745259398976,0.468791374562862,0.596616192079346
788,26,17.5769230769231,1.7248248537215e-05,0.148349228509167,0.673846153846154,0.554401479932735,0.630083334220985,0.553540633608138
789,11,8.36363636363636,1.59999999999836e-05,0.26062756137652,0.836363636363636,0.442123147065383,0.671460726491511,0.380796633027271
790,11,8.36363636363636,1.59999999999846e-05,0.26062756137652,0.836363636363636,0.442123147065383,0.671460726491511,0.380796633027271
791,11,8.36363636363636,1.59999999999852e-05,0.26062756137652,0.836363636363636,0.442123147065383,0.671460726491511,0.380796633027271
792,43,23.1627906976744,2.20879807439316e-05,0.106285536468613,0.427464008859358,0.596465171973289,0.461804913217856,0.734865402943586
793,7,6,9.68977270612698e-06,0.320796025868722,0.571428571428571,0.38195468257318,0.403702686012618,0.509518395752469
794,20,11.45,1.19252624509424e-05,0.157255929468769,0.421052631578947,0.545494778973133,0.414544797658355,0.706854413669259
795,4,4.25,1.77593021256714e-05,0.3505507269701,1,0.352199981471802,0.732171545288648,0.221402330012716
796,57,37.6666666666667,2.01031873147692e-05,0.0641958514059604,0.583959899749373,0.638554857035942,0.625361687818652,0.66294660149379
797,8,5.625,1.55918975567708e-05,0.29697389387089,0.678571428571429,0.405776814571012,0.51156656840549,0.457140759023563
798,36,14.7777777777778,1.49034352909073e-05,0.128506663769203,0.334920634920635,0.5742440446727,0.367283890876108,0.779071848362318
799,2,2,5.51992614902406e-06,0.397095359124381,1,0.305655349317521,0.693836989147727,0.192143129130652
800,6,2.83333333333333,1.00056468665711e-05,0.422034325367571,0.4,0.280716383074331,0.179131924841072,0.553641878339054
801,13,7.69230769230769,1.01642795292972e-05,0.235461930763185,0.5,0.467288777678718,0.415155393948876,0.608063601475136
802,15,11.4,1.66314718462904e-05,0.20167982122385,0.676190476190476,0.501070887218052,0.588090606951166,0.51854189264906
803,4,4,1.03393249398692e-05,0.396850691391004,1,0.305900017050898,0.694038499580335,0.19229693381293
804,3,2.66666666666667,9.5170349068062e-06,0.459765452999048,1,0.242985255442855,0.642221365158436,0.152747031640858
805,7,4.28571428571429,9.62056156675236e-06,0.322995971752294,0.571428571428571,0.379754736689608,0.401890791813921,0.508135450919566
806,12,10,1.53868606723542e-05,0.225680087493689,0.727272727272727,0.477070620948214,0.610395560694441,0.471343013718103
807,2,2,6.01303353002647e-06,0.404944131328006,1,0.297806577113896,0.687372673398494,0.187209180961888
808,14,10,1.35252563761206e-05,0.192855470251181,0.659340659340659,0.509895238190721,0.581480764784946,0.534681361348864
809,8,5.875,1.01221604444529e-05,0.266822264267421,0.571428571428571,0.435928444174482,0.448155936548222,0.543447746140682
810,10,7.1,1.63953379245721e-05,0.242047613126827,0.6,0.460703095315076,0.492092222924706,0.541060990280521
811,2,2,6.12437263178625e-06,0.416528898869961,1,0.286221809571941,0.677831360014717,0.179926686182285
812,5,4,1.36322708577892e-05,0.352322708555193,0.7,0.35042799988671,0.483629566667237,0.408876440250345
813,7,4.57142857142857,1.59999999999943e-05,0.394883716307982,0.761904761904762,0.30786699213392,0.499561247619339,0.34320646289231
814,3,2.66666666666667,1.08834743088083e-05,0.467880777510986,1,0.234869930930916,0.635537514653967,0.147645521560579
815,10,10.1,1.06477649116919e-05,0.199470255671796,0.822222222222222,0.503280452770106,0.710183415902289,0.428131422629593
816,14,11.2857142857143,1.49984050272605e-05,0.209187910731742,0.747252747252747,0.49356279771016,0.640434373096121,0.469150462168346
817,12,9.83333333333333,1.49353261865413e-05,0.224787842951212,0.848484848484849,0.47796286549069,0.710961758071525,0.395706720580948
818,15,11.2666666666667,1.81811889429621e-05,0.210686005932225,0.685714285714286,0.492064702509677,0.588516927165308,0.506893442581051
819,12,9.33333333333333,1.59999999999835e-05,0.239823750195341,0.848484848484849,0.462926958246561,0.698578056585408,0.386254747063534
820,20,15.65,1.28722119886454e-05,0.117308474640504,0.594736842105263,0.585442233801398,0.590493659857289,0.622783911461523
821,3,2.66666666666667,9.02673675122818e-06,0.460480376577695,1,0.242270331864207,0.641632547999644,0.152297611554485
822,2,2,6.18303372344516e-06,0.412398509605443,1,0.290352198836459,0.681233183851667,0.18252315936551
823,5,3.8,8.82404359998044e-06,0.301992783479082,0.6,0.40075792496282,0.442720869196341,0.503377852611017
824,6,5,1.81683814149045e-05,0.343203288277432,0.733333333333333,0.35954742016447,0.518594016729852,0.393654926760123
825,17,9.88235294117647,1.52715858883835e-05,0.223331043710226,0.529411764705882,0.479419664731676,0.449370276361381,0.597200379503818
826,14,8.14285714285714,1.60000000000035e-05,0.266574746042705,0.626373626373626,0.436175962399197,0.493613010689989,0.50906341135102
827,31,23.1935483870968,1.99175921800363e-05,0.109896650502908,0.662365591397849,0.592854057938994,0.652297716348078,0.584929941453339
828,2,2,6.54883670083712e-06,0.394753766879121,1,0.307996941562781,0.695765544498374,0.193615116655676
829,32,18.09375,1.48926448645415e-05,0.109568831119642,0.421370967741935,0.59318187732226,0.454082483084121,0.736631684735552
830,4,2.25,1.21314397944309e-05,0.491137156742549,0.666666666666667,0.211613551699354,0.341847185116437,0.342568189740431
831,13,8.84615384615385,1.23587603403138e-05,0.221629965310452,0.5,0.48112074313145,0.426547518704089,0.616758744975975
832,9,8.44444444444444,1.12073443936636e-05,0.210487291296755,0.638888888888889,0.492263417145147,0.550114793915014,0.536454056981729
833,2,2,6.32315564155648e-06,0.415330785165347,1,0.287419923276555,0.678818136683625,0.180679852507602
834,12,13.5,1.58221338090724e-05,0.158093872960455,0.848484848484849,0.544656835481447,0.765891480759997,0.437632334239544
835,13,10,1.39616019596886e-05,0.230069580623885,0.730769230769231,0.472681127818017,0.609660086813531,0.466385665281208
836,18,12.2777777777778,2.15289080184169e-05,0.212419927914132,0.418300653594771,0.49033078052777,0.366844705356943,0.673906815539672
837,14,10.7142857142857,1.28646863174859e-05,0.202509196009528,0.659340659340659,0.500241512432374,0.573529873888961,0.528612771091505
838,18,13.2222222222222,1.38692739964078e-05,0.188617460711083,0.640522875816994,0.514133247730819,0.569472738543758,0.549174849631506
839,2,1.5,5.55589681627268e-06,0.461082121193738,1,0.241668587248164,0.641136946000046,0.151919338791642
840,11,11.0909090909091,9.95387136446402e-06,0.182396406939128,0.836363636363636,0.520354301502774,0.735892572720496,0.429974829458862
841,9,7.33333333333333,1.72731883919107e-05,0.247389232737049,0.666666666666667,0.455361475704854,0.542600054879151,0.495794655241823
842,4,2.75,1.00361700515136e-05,0.43782631772914,0.666666666666667,0.264924390712762,0.385754446952884,0.376080809256132
843,20,12.8,1.64682835769862e-05,0.159472393465151,0.405263157894737,0.543278314976751,0.399714953765752,0.715386770648985
844,12,12,1.48848504489045e-05,0.183284337354899,0.848484848484849,0.519466371087003,0.745144399370594,0.4217969344541
845,32,14.3125,1.57419363201685e-05,0.130063196494988,0.362903225806452,0.572687511946914,0.3890486178324,0.760502765062506
846,4,4,1.30678911994776e-05,0.405046885994798,1,0.297703822447104,0.687288043778266,0.187144586629565
847,13,11.5384615384615,1.11275822777625e-05,0.177790798763287,0.730769230769231,0.524959909678615,0.652717337573858,0.499249506062215
848,19,12.1052631578947,1.86074593034265e-05,0.185347794003501,0.637426900584795,0.517402914438401,0.569615792324745,0.553176462441378
849,13,10.3846153846154,1.67012231106359e-05,0.219278853287505,0.858974358974359,0.483471855154398,0.724138259289994,0.392575831956532
850,2,2,6.63160753457182e-06,0.405479552009369,1,0.297271156432534,0.686931696357346,0.186872601198609
851,7,4,8.95723960548471e-06,0.340263569484,0.523809523809524,0.362487138957902,0.348449597118268,0.527215184246752
852,6,4.83333333333333,1.08124642829967e-05,0.293405371065491,0.6,0.409345337376411,0.44979353532426,0.508776129775042
853,5,5.2,1.15754497271891e-05,0.345842583776994,1,0.356908124664908,0.736049212190329,0.224361994770877
854,13,11.6923076923077,1.14438513708466e-05,0.220482413135809,0.615384615384615,0.482268295306093,0.522524406107908,0.544946271100184
855,8,6.75,1.30508330195533e-05,0.282875519889603,0.785714285714286,0.419875188552299,0.611421880737042,0.398650507886369
856,3,3.66666666666667,1.15925671600636e-05,0.339809251561947,0.666666666666667,0.362941456879955,0.466482138887367,0.437696959091632
857,3,2.66666666666667,9.8710366404499e-06,0.472814832178418,1,0.229935876263484,0.631473785134652,0.144543842806325
858,6,3.66666666666667,1.59999999999971e-05,0.447654084046815,0.733333333333333,0.255096624395087,0.432567450205209,0.327994362388755
859,6,3.66666666666667,1.59999999999984e-05,0.447654084046815,0.733333333333333,0.255096624395087,0.432567450205209,0.327994362388755
860,6,3.66666666666667,1.59999999999947e-05,0.447654084046815,0.733333333333333,0.255096624395087,0.432567450205209,0.327994362388755
861,11,8.18181818181818,1.63772105583715e-05,0.256304857321289,0.672727272727273,0.446445851120613,0.540248637265303,0.486380196031119
862,4,2.25,1.38160523702974e-05,0.491137156742549,0.666666666666667,0.211613551699354,0.341847185116437,0.342568189740431
863,19,12.5789473684211,1.61331622279914e-05,0.165088810574258,0.578947368421053,0.537661897867644,0.538137022305832,0.602673599667733
864,76,46.1973684210526,1.89235393668933e-05,0.0535510531100386,0.584912280701754,0.649199655331864,0.634913223589668,0.669039514316635
865,9,5.33333333333333,1.59999999999915e-05,0.335696092906729,0.666666666666667,0.367054615535173,0.469869771447494,0.440282600652917
866,5,4,1.56905145861182e-05,0.378518389045036,0.7,0.324232319396866,0.462054580725594,0.392409134736917
867,8,8.125,1.0911745165122e-05,0.239366387748003,0.785714285714286,0.463384320693899,0.647256373169946,0.426001512258164
868,11,12.6363636363636,1.15049987196038e-05,0.163036190911807,0.836363636363636,0.539714517530095,0.75183781181358,0.442145179156457
869,3,2.66666666666667,1.09858788241584e-05,0.463621324009422,1,0.239129384432481,0.63904563689767,0.150323127975793
870,6,4.16666666666667,9.06599328177048e-06,0.323532460177695,0.466666666666667,0.379218248264207,0.315166136824543,0.573654335750328
871,2,1.5,5.92114011417913e-06,0.461082121193738,1,0.241668587248164,0.641136946000046,0.151919338791642
872,11,10.0909090909091,1.32149384273419e-05,0.199176356906865,0.727272727272727,0.503574351535037,0.632224259324107,0.488003967763104
873,13,12.2307692307692,1.03072690514535e-05,0.175401354415401,0.743589743589744,0.527349354026501,0.665244388062522,0.492692257380058
874,2,1.5,6.48433067100637e-06,0.444500032615084,1,0.258250675826818,0.654794095624628,0.162343283257651
875,2,1.5,6.52148667074353e-06,0.444500032615084,1,0.258250675826818,0.654794095624628,0.162343283257651
876,14,11.9285714285714,1.50195342581943e-05,0.19475417238455,0.868131868131868,0.507996536057352,0.751879198385659,0.40223604720109
877,3,2.66666666666667,1.25783150244114e-05,0.456936599049074,1,0.245814109392828,0.644551233406192,0.154525324908145
878,2,1.5,6.57433200864252e-06,0.444500032615084,1,0.258250675826818,0.654794095624628,0.162343283257651
879,6,4.66666666666667,1.03092300376591e-05,0.296963335176607,0.6,0.405787373265295,0.446863165727336,0.506539498356123
880,15,16.2,1.24786273417547e-05,0.145179355459011,0.876190476190476,0.557571352982891,0.799346578906038,0.428334246689976
881,2,1.5,6.83601602744498e-06,0.444500032615084,1,0.258250675826818,0.654794095624628,0.162343283257651
882,2,1.5,6.83499453005503e-06,0.444500032615084,1,0.258250675826818,0.654794095624628,0.162343283257651
883,12,8.58333333333333,1.54085143267049e-05,0.25377067758244,0.727272727272727,0.448980030859462,0.587259911040589,0.453684517340301
884,2,1.5,6.71519679907792e-06,0.444500032615084,1,0.258250675826818,0.654794095624628,0.162343283257651
885,15,11.2666666666667,1.09409346191622e-05,0.193983536921413,0.666666666666667,0.508767171520489,0.58658544158719,0.529366904280907
886,14,11.8571428571429,1.55808732378997e-05,0.195398569098725,0.868131868131868,0.507352139343177,0.75134846775415,0.40183096218838
887,6,4,1.28504103146192e-05,0.414194540234099,0.733333333333333,0.288556168207803,0.460125015951707,0.34902792670168
888,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
889,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
890,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
891,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
892,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
893,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
894,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
895,4,2,1.59999999999858e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
896,4,2,1.59999999999858e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
897,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
898,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
899,4,2,1.59999999999858e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
900,4,2,1.59999999999858e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
901,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
902,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
903,4,2,1.59999999999858e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
904,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
905,4,2,1.59999999999858e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
906,4,2,1.59999999999846e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
907,4,2,1.59999999999854e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
908,4,2,1.59999999999866e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
909,4,2,1.59999999999866e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
910,4,2,1.59999999999866e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
911,4,2,1.59999999999866e-05,0.537774280870014,0.666666666666667,0.164976427571889,0.3034364517973,0.313250845929782
